region,cs,freq,ml,el,wc,tweet,author,lat,lon,Cebu,34.75%,2148, Dumaguete,7.67%,474, Davao,27.64%,1709, CDO,29.94%,1851,6182
c,,,,,12, I'm at Nivel hills  lahug  cebu city https:\/\/t.co\/GMYeuh8FsL, leschanestremos,10.342054,123.893977,,,,,,,,,,,,,
c,,,,,12, #banana #smoothie on a #rainyday @ Coffee Prince Cebu http:\/\/t.co\/3FbprNY6qw, ozbax,10.3111,123.892,,,,,,,,,,,,,
v,,,,,12, @arantxaguarisma Happy birthday  Agg!God bless you always!\ud83d\ude18\ud83c\udf89, Jasminedleon,7.112242,125.626436,,,,,,,,,,,,,
c,,,,,12, Epidemiology. (@ CIM Amphitheater 1 in Cebu City  Cebu) https:\/\/t.co\/cp1hgZ4FfG, TekiTejam,10.307262,123.896859,,,,,,,,,,,,,
o,,,,,12," \""@PoemsPorn: \u201cOnce you've met someone  you never really forget them.\u201d\""", Jhurielle,8.471327,124.689738,,,,,,,,,,,,,
v,,,,,12, Haaaay 3 ka exam nxt wk \ud83d\ude22\ud83d\ude22\ud83d\ude22, Cath_Nessss,7.083676,125.485238,,,,,,,,,,,,,
o,,,,,12," ""@raffybird dala akong 50 be. Naa sa registration form nko gi butang""      "," ""breakfastBLUNCH",8.451437,124.622446,,,,,,,,,,,,,
o,,,,,12, Just posted a photo @ at my hearty heart... http:\/\/t.co\/PHu9tbR3zw, msdizon05,8.237534,124.243939,,,,,,,,,,,,,
d,,,,,12, ZMBO x DVO x CEBU x DGTE\n\naka no permanent address, nicepantaleta,9.328426,123.299546,,,,,,,,,,,,,
o,,,,,12, ika tulog ko ning ka bv nako oy. \ud83d\ude32\ud83d\ude34   , crazygracyy,8.508413,124.648483,,,,,,,,,,,,,
c,,,,,12, H &amp; M in SM Megamall. Ughhhh sa sm conso pd unta :), recessionista24,10.29994,123.871801,,,,,,,,,,,,,
v,,,,,12, Familiar view.\n\n#Nostalgia @ Pete's kiosk http:\/\/t.co\/LXC2F4A4d4, LGNBriones,7.071516,125.612932,,,,,,,,,,,,,
v,,,,,12, I miss you dli ka pa hug ;( @richard_michael http:\/\/t.co\/zdMjdMTFXI, Aayiie_Loves,7.102947,125.632595,,,,,,,,,,,,,
v,,,,,12, @MarkjesMark mayad pkmo da permi skate Hahaha ako di paugat permi linte, tonchidy,7.112942,125.605847,,,,,,,,,,,,,
v,,,,,12, @dextergupana inday kalabadi gna palibog man nimo ang sayon na concept oy, ereeekjan,7.103087,125.629939,,,,,,,,,,,,,
c,,,,,12, #triplechocolate #cadbury #krispykremePh @ Krispy Kreme Ayala Center Cebu http:\/\/t.co\/DA9mwFhdEX, giselleavenido,10.319549,123.905066,,,,,,,,,,,,,
v,,,,,12," ""Hahaha.. Mejo bug at ning lion aie... Hahaha http:\/\/t.co\/CukF0KP8u2""  "," ""aziram_onisna",7.054326,125.59866,,,,,,,,,,,,,
v,,,,,12," \""@ayawogpada: PWEDE MAN SIGURO NG MAINLOVE LANG NOH? NO COMMITTMENTS LANG BA\""", armiesamaniego,7.18915,125.462902,,,,,,,,,,,,,
v,,,,,12, sorry ha? wala nko gituyo. Kung in.ana daay imong na feel., Leslooyy,7.05243,125.568484,,,,,,,,,,,,,
o,,,,,12," By SMILING :) RT: \""@YahooPH: Good morning! How can you be awesome today? :)\""", auramaria028,8.994945,124.886454,,,,,,,,,,,,,
o,,,,,12, Predinner meal. :) #bugnaw @ Voyagers' Kitchen and Coffee Cabin http:\/\/t.co\/l8rQfXgCqk, briaxdgreat,8.483816,124.645697,,,,,,,,,,,,,
c,,,,,12, Ang ganda naman ng bahay! \ud83d\ude0d\ud83d\ude0d\ud83d\ude0d #BCWMH40DaysOfDreamsAndFulfillment, TeensisforJODI,10.313318,123.959267,,,,,,,,,,,,,
v,,,,,12, Lain gyud kaayo pag girl ang mag cuss ba. Tsss pangit pakinggan, EroSheeran,7.146882,125.662012,,,,,,,,,,,,,
c,,,,,12, @JayEsarza wa pero ingne siya na epa himo kay loozer siya hahaha, AlyzaRegina,10.295627,123.870699,,,,,,,,,,,,,
c,,,,,12, Samok kay mo. Kbaw mo? Tss #brownout #veco http:\/\/t.co\/2AaVySbM4o, banggybuena,10.348294,123.913907,,,,,,,,,,,,,
c,,,,,12, \u201c@bidaaang: Gi mingaw lage kos akong lablaaaaaab charot\u201d Wew hahaha, marianlingan,10.307341,123.899467,,,,,,,,,,,,,
o,,,,,12, Sheet naka limot ko 7:30 man dae ko ugma \ud83d\ude2d, batchiing,8.474899,124.645914,,,,,,,,,,,,,
o,,,,,12," \u201c@owyposadas: \""show them how classy we are\"" amazing \ud83d\ude02\u201d.", Chachi_faith,8.51947,124.756235,,,,,,,,,,,,,
c,,,,,12, I'm moody as fuck today\ud83d\ude21\ud83d\ude24\ud83d\ude20, kimxxxberlyxxx,10.284758,123.85534,,,,,,,,,,,,,
o,,,,,12, Tamugas kei nga party nge. hahaha happy birthday Bea \ud83d\ude0a #busog, ohsnapitzapril1,8.425879,124.604004,,,,,,,,,,,,,
o,,,,,12, \u201c@TheSexology: Slow kissing is the best\u201d \ud83d\ude4c\ud83d\ude4a, RobbyxCarpio,8.479066,124.632054,,,,,,,,,,,,,
c,,,,,12, I'm at CAFA Canteen in Cebu City https:\/\/t.co\/3h0Bd7poNN, thewalkingcandy,10.352744,123.911034,,,,,,,,,,,,,
o,,,,,12," \""@reIatable: Best thing I've read \ud83d\udc4c http:\/\/t.co\/dkl9LJqwa3\""", katethinthuan,8.496701,124.615028,,,,,,,,,,,,,
v,,,,,12," \""@Powerfulpixs: It\u2019s Made: Ice Cream Sandwiches http:\/\/t.co\/yCfOyYrzvM\"" @xoxorai", nicavasq,7.088195,125.51413,,,,,,,,,,,,,
v,,,,,12, Finally going out of my cave \ud83d\ude01 http:\/\/t.co\/Seu9Nyq12C, melchichee,7.107164,125.647408,,,,,,,,,,,,,
v,,,,,12, @ariantantannn @tjtecson haha lagi. Wla juy ka problema problema ang high school, hazelota,7.089596,125.500509,,,,,,,,,,,,,
c,,,,,12, Done voting using 3 accounts!! \n\nPowervote KathNiel for ASAP POP Awards, jecillelovers16,10.289285,123.856894,,,,,,,,,,,,,
o,,,,,12, Bangon nako oy HAHAHAHAHAH ganiha rako ol pero naghigdaay ra \ud83d\ude4a, clairysadicony,8.50876,124.765907,,,,,,,,,,,,,
c,,,,,12, @jejerje Why is dis throwback? Hahaha Filipino ni Ma'am Riza lol, berley_jane,10.292711,123.887986,,,,,,,,,,,,,
o,,,,,12, @justinecamat @dreaaamore JOIN ANDIE JOIIIIN. We have cookies \ud83c\udf6a\ud83d\udc40, areyouaperson,8.468571,124.698204,,,,,,,,,,,,,
c,,,,,12, I'm at Feria in Cebu City  Cebu https:\/\/t.co\/e3uqXGJN3X, ninazambo,10.310252,123.919934,,,,,,,,,,,,,
c,,,,,12, Study Out \ue148 @ Coffee Cat  Asiatown IT Park http:\/\/t.co\/lyuf1v8D45, SimplyRutcha,10.332061,123.908897,,,,,,,,,,,,,
v,,,,,12," \""@5SOS: GOOD GIRLS. 10.10.14. #5SOSGOODGIRLS http:\/\/t.co\/B7Ffdrsa6n\"" yeaaaaaaah!!!!!", AloysaYouStopIt,7.096625,125.617788,,,,,,,,,,,,,
o,,,,,12, @MikkoMahinay Dunkin ta kita mikk naa na hd ddto hapit nasad ko ;), TinaMende,8.505105,124.60414,,,,,,,,,,,,,
c,,,,,12, I'm at Wondernails in Cebu City  Cebu https:\/\/t.co\/C3tAVGQ2if, eeyenchristy,10.297602,123.895214,,,,,,,,,,,,,
c,,,,,12, There is a difference between who I am and what I show., zarmiePS,9.869771,123.838517,,,,,,,,,,,,,
c,,,,,12, Groupie with the whaleshark! @ Tan-Awan Oslob Cebu http:\/\/t.co\/1pNag74w7C, gelanoble,10.317597,123.914168,,,,,,,,,,,,,
v,,,,,12," \""@MuscIeFitness: Pain is only temporary but victory is forever. -Jeremy H. Winning\""", DanicaCanuto,7.080944,125.611198,,,,,,,,,,,,,
v,,,,,12, @ZHYRHYLLJOY may problema ka? Puso mo bay nalilito? Tweet mo nayan xD, nazarenojessal1,7.152525,125.655348,,,,,,,,,,,,,
v,,,,,12, Pag maremember nako ouija  maremembr nako si dors makatawa nuon ko HAHAHAHAHA, lheylabs,7.08453,125.617175,,,,,,,,,,,,,
o,,,,,12, Goodbye Mindanao. Sa pasko nasab. @ Laguindingan International Airport http:\/\/t.co\/nQTVz28RBN, clipseiriberri,8.608436,124.458274,,,,,,,,,,,,,
o,,,,,12, @johnmycoo @Ivanusaur  hahaha char ra ang alimango oy. Wa pa daw syor., NicolodeanLuna,8.249276,124.266863,,,,,,,,,,,,,
c,,,,,12, Start small \ud83d\ude0a\ud83c\udfe1 @ Althea Suites http:\/\/t.co\/Dh0RtBDSay, arnoldtyee,10.349576,123.91287,,,,,,,,,,,,,
v,,,,,12, Nawala sakit sakong ulo pag tan'aw nako sakong anak \u263a\ufe0f, ZastineAbonales,7.092487,125.618083,,,,,,,,,,,,,
v,,,,,12, See you later mah twitter friends! \u263a\ufe0f\u263a\ufe0f\u263a\ufe0f, abegail_marie,7.083033,125.616638,,,,,,,,,,,,,
o,,,,,12, Hala gimingaw ko adtong fan pako's chicser! \ud83d\ude02\ud83d\ude02, hiisheeeng,8.55585,124.770898,,,,,,,,,,,,,
v,,,,,12, Wa po ko nahuman sa phchem lec. Haha huhu. Hi. Ok bye., shelviebriones,7.071548,125.59785,,,,,,,,,,,,,
v,,,,,12, i wanna go out and have some late night adventures!! \ud83d\ude01, omgitsyohanna,7.068812,125.613067,,,,,,,,,,,,,
c,,,,,12, @JayEsarza karuun rasad ka naka twitter balik hahaha oys you have training?, AlyzaRegina,10.295597,123.870611,,,,,,,,,,,,,
o,,,,,12, Zara for tomorrow's The BRAIN Gala \u2665 http:\/\/t.co\/U7vOmWb5J4, MikkoMahinay,8.486312,124.647017,,,,,,,,,,,,,
c,,,,,12, H-O-T T-O G-O GRIFFINS ARE HOT TO GO!, hashtag_banana,10.357026,123.918942,,,,,,,,,,,,,
o,,,,,12," \""@quotesbookph: Ang hirap magpanggap na masaya  lalo na kapag nasasaktan ka na.\""", iancreation26,8.40856,124.290037,,,,,,,,,,,,,
o,,,,,12," \""@thegooglefact: Honestly as long as you're happy  who the hell cares.\""", auramaria028,8.994966,124.886422,,,,,,,,,,,,,
o,,,,,12, Yea   this hurts &lt;\\3 . Hahahahaa joke XD http:\/\/t.co\/OiHVfV35GZ, OFCKNBuddiesCDO,8.497644,124.657178,,,,,,,,,,,,,
o,,,,,12, Day 5 and last week of Intramurals 2014 \ud83d\udc4a\ud83d\udc4a, russmaeofficial,8.435455,124.621384,,,,,,,,,,,,,
v,,,,,12, Asta mag gab'i dri lang ko sa kama ah \ud83d\udc4c, tonchidy,7.112942,125.605847,,,,,,,,,,,,,
c,,,,,12, I'm at KFC in Cebu City  Cebu http:\/\/t.co\/uLAJqZHYMa  , slapdash26,10.31208,123.917273,,,,,,,,,,,,,
v,,,,,12, Just posted a photo @ University of Southeastern Philippines http:\/\/t.co\/LSmSV8DwxU, cherrybee83,7.090108,125.614775,,,,,,,,,,,,,
c,,,,,12, Study Out \ue148 @ Coffee Cat  Asiatown IT Park http:\/\/t.co\/s2xB8S10nk, SimplyRutcha,10.332061,123.908897,,,,,,,,,,,,,
o,,,,,12," ""@JaaamesBolivia kami sa Salad ug Dessert"" "" Selengan. Ug kami pd mag plating :)""     "," ""JAMpingrope",8.486105,124.639459,,,,,,,,,,,,,
o,,,,,12, mag-happy happy ta 'cause this sunday will fuck me up emotionally, RobbyxCarpio,8.480666,124.631655,,,,,,,,,,,,,
d,,,,,12, Walang kwentang bae is walang kwenta....\ud83d\ude11\ud83d\ude02\u270c\ufe0f, nicepantaleta,9.327593,123.299456,,,,,,,,,,,,,
o,,,,,12, Yawa ako nalang isa nag watch conjuring tulog na sla \ud83d\ude1e, chexilog,8.480882,124.631033,,,,,,,,,,,,,
c,,,,,12," \""@ohteenquotes: I miss the time when I actually meant something to you.\""", keizenpogoy,10.266877,123.948683,,,,,,,,,,,,,
o,,,,,12," ""66th JCI National Convention @ Cagayan de Oro"" "" Philippines http:\/\/t.co\/1DThMom4mm""     "," ""jepprih",8.48222,124.647,,,,,,,,,,,,,
d,,,,,12, @purlmahgequinto Naa ra ako shoulders purl for you to cry on. Haha., earlii_keropii,9.317886,123.27401,,,,,,,,,,,,,
c,,,,,12, Balhin ta oy. Haha. (@ Dessert Factory in Cebu) https:\/\/t.co\/2pBqtLHUy7, pauiegabisan,10.330628,123.899278,,,,,,,,,,,,,
d,,,,,12, @iiAmStepphy you tagged the wrong person. \ud83d\ude00\ud83d\ude00\ud83d\ude00, fitzGB,9.309573,123.307796,,,,,,,,,,,,,
v,,,,,12, @kyntarosa hahahaha mangayo pa gne ko. Daghan kaau dri lami mangawat haha, paowiieekzzz,7.064271,125.608504,,,,,,,,,,,,,
c,,,,,12, It actually did hit a nerve\ud83d\ude25 http:\/\/t.co\/g3vb30vR6L, ParaisoDes,10.371466,123.954933,,,,,,,,,,,,,
c,,,,,12, @krstnnnnnn uy uy feeler \ud83d\ude06 imong nawung ahahaaha \ud83d\udc73 joke, theMagicMan16,10.318937,123.892949,,,,,,,,,,,,,
c,,,,,12, Kanang wa nakay ma reply ba nya efavorite nalang nimo. #respectpost hahaha, clydekevinvevo,10.307289,123.899221,,,,,,,,,,,,,
v,,,,,12," \""@UltimatePatama: My Mom annoys me always but I will forever love her.\""", DanicaCanuto,7.080944,125.611198,,,,,,,,,,,,,
o,,,,,12, Priceless view sa Bukid\ud83d\udc8b\ud83d\ude0a http:\/\/t.co\/PhFtemVOW6, tikimatsura,8.648462,124.758085,,,,,,,,,,,,,
c,,,,,12, I'm at Ccc Staff Clubhouse in Toledo https:\/\/t.co\/TU9Nqi1OPA, MLuiiis,10.313565,123.704553,,,,,,,,,,,,,
c,,,,,12, I'm at iStore in Cebu City  Cebu http:\/\/t.co\/J9IDl3HGH9, mcjariol,10.311235,123.919162,,,,,,,,,,,,,
o,,,,,12, @FlyingSwags @jesslookatthat @tjcotejar @lovemikagab HUHUHU SAKIT KAAYO \ud83d\udc94 KINSA NA BA?, yammyHIHI,8.459465,124.64341,,,,,,,,,,,,,
o,,,,,12," ""@elaizachua as in? Unsay food? Gsto ko mukaon pasta keiii"" "" nice studihan?""     "," ""annepacaldo",8.474892,124.645894,,,,,,,,,,,,,
c,,,,,12, PE Run for Wellness \ud83d\udc83 @ Ayala Ground http:\/\/t.co\/IaDuuaBOmv, blesang07,10.301767,123.903035,,,,,,,,,,,,,
v,,,,,12, Haha. Kana ganing sleepy nako akong biiko. :3 same mii. \ud83d\ude18, Aesm_123,7.097141,125.604109,,,,,,,,,,,,,
d,,,,,12, Hands down \ud83d\ude2d\ud83d\ude2d\ud83d\ude2d http:\/\/t.co\/Xlgse7fQjL, _ninaubag,9.312884,123.301916,,,,,,,,,,,,,
d,,,,,12," \""@KATHNIELSpikers: Get ready for ASAP Pop Awards. 6 nominations! \ud83d\udc4d #KathNielASAPPop\""", clairerosillo07,9.313211,123.275857,,,,,,,,,,,,,
v,,,,,12, Wala pa diay ni nahuman ang Be Careful with my heart hahaha, imFAITHfultoyou,7.292009,125.670366,,,,,,,,,,,,,
o,,,,,12, Sana kasi may bukas na na Jollibee malapit dito sa bahay namin.. -.-, adiksayoSARAHG,8.480258,124.631585,,,,,,,,,,,,,
v,,,,,12," \""@TeenagersTxts: \""I'm just thankful for the people that never left me.\""\""", AQueen_floyd13,7.139488,125.654846,,,,,,,,,,,,,
d,,,,,12, Best moments happen when they're unplanned :) #YOLO http:\/\/t.co\/1kTm2wBMu4, andrea_loiyals,9.470795,123.146196,,,,,,,,,,,,,
c,,,,,12, Ppl are so fit and im here like yo. I like bronuta, CALUMINATI_,10.302835,123.867646,,,,,,,,,,,,,
o,,,,,12," \""@AbaMalandii: #MasHAPPYKapag.. \ud83d\udc4f\ud83d\udc4f http:\/\/t.co\/tTLMogDujb\"" \ud83d\udc48", Jhurielle,8.471327,124.689738,,,,,,,,,,,,,
o,,,,,12, \ud83d\ude34\ud83d\ude34\ud83d\ude34\ud83d\ude34\ud83d\ude34\ud83d\ude34   , kattalita,8.466398,124.646046,,,,,,,,,,,,,
v,,,,,12, circles \ud83d\ude0a\ud83d\udc4d @ Marco Polo Davao http:\/\/t.co\/hKqkqoOXyp, red_eyed_baby,7.116449,125.642275,,,,,,,,,,,,,
o,,,,,12, Di talaga ako nagsasawa.\ud83c\udfa7\ud83d\udc9b http:\/\/t.co\/sDP0H2DOSn, YangEsmade,8.438339,124.620455,,,,,,,,,,,,,
o,,,,,12," ""Morning buddies. #MekanikongDragon @ Mister Donut Tibanga"" "" Iligan City http:\/\/t.co\/gsJHU8Eb16""     "," ""ZYSSZLSS",8.237795,124.243902,,,,,,,,,,,,,
o,,,,,12, Akong inaanak na ig agaw\ud83d\ude0a zymonn http:\/\/t.co\/ViLiSnF1G0, tikimatsura,8.648473,124.758079,,,,,,,,,,,,,
c,,,,,12," ""I'm at KFC in Cebu City"" "" Cebu https:\/\/t.co\/nrBTJKSaUw"""," ""MSprocketRocket",10.310578,123.893576,,,,,,,,,,,,,
o,,,,,12," \""@ArawArawKowts: Don't worry  God is with you! \ud83d\udc95\ud83d\ude4f\""", iancreation26,8.40856,124.290037,,,,,,,,,,,,,
o,,,,,12, Kaon ta\ud83d\ude0a\ud83d\udc8b\ud83d\udc52 http:\/\/t.co\/toNKRFy1q6, tikimatsura,8.648473,124.758079,,,,,,,,,,,,,
d,,,,,12, Hi ati chiz  gilbert diay ni HEHEHEHE @chezkerls http:\/\/t.co\/aECh10GABQ, theawezume,9.316729,123.306175,,,,,,,,,,,,,
o,,,,,12, kapoya sige jogging og practice walay fats nakuha. jumpshot ray gaimprove hmpf!, oturan_ikamuzu3,8.444284,124.634875,,,,,,,,,,,,,
c,,,,,12, Rise and shine.. Good morning! (@ Sunny Hills Subdivision) https:\/\/t.co\/cA3OgGMYbt, polvspolverz,10.367701,123.913667,,,,,,,,,,,,,
o,,,,,12, @odearazo uyy arazo naay hiring dnha sa cebu nga imong nbaw-an?, areyouwinstar,8.485542,124.664572,,,,,,,,,,,,,
d,,,,,12, Totyal ang AK naa nai dryer. \ud83d\ude02 http:\/\/t.co\/G5Fjxv7jow, CallMeKarenL,9.317011,123.30413,,,,,,,,,,,,,
v,,,,,12," \""@sensualvibess: all I want right now \ud83d\udc4c http:\/\/t.co\/QeP4aTwKHd\""", patootieKRYS,7.124289,125.648221,,,,,,,,,,,,,
c,,,,,12, Lunch!!!! (@ Ccc Staff Clubhouse in Toledo w\/ @mluiiis) https:\/\/t.co\/MnarHst9p5, RinanCalunia,10.313565,123.704553,,,,,,,,,,,,,
v,,,,,12, Sakit sa heart. Wa nagkadayun si cedes ug oli sa ending tae., Jannzel4,7.128432,125.620261,,,,,,,,,,,,,
v,,,,,12, Pamatay yung invitation niya eh hahahha \ud83d\ude02\ud83d\ude02\ud83d\ude02, OMGVenice23,7.0859,125.578436,,,,,,,,,,,,,
d,,,,,12, Bruh I did what I wanted to do  but now screw you, rianuhhhhh,9.326918,123.301611,,,,,,,,,,,,,
v,,,,,12, Ug wala jud ko kasagang sa mga kalit2 na nhitabo gabii. Hahahaha, ellaaaveyou,7.077574,125.618978,,,,,,,,,,,,,
v,,,,,12, Ikaw ang dahilan ng aking paghinga \ud83c\udfb6\ud83c\udfa4\n#MasayaAkoSayo, assejperez,7.105624,125.61732,,,,,,,,,,,,,
o,,,,,12, Busy Kaming Lahat Ngayon \ud83d\ude02\ud83d\udc4d http:\/\/t.co\/9tRO4Zyrzj, Direk_LJ,8.47661,124.644196,,,,,,,,,,,,,
c,,,,,12," \""@gracelleabatss: I'M SORRY \ud83d\ude0a http:\/\/t.co\/LMKDaBFOmr\"" \ud83d\ude33", JustinKateh,10.318263,123.906548,,,,,,,,,,,,,
v,,,,,12, You were the best I ever been with! \ud83d\udc66\ud83d\udc67, ejcasintahan,7.097297,125.611401,,,,,,,,,,,,,
c,,,,,12, i'm so poor i just had \ud83c\udf6b\ud83c\udf6b today, llenojhighness,10.281741,123.86082,,,,,,,,,,,,,
v,,,,,12, @anvalderzzz @kcapewoy @itstheQueenK na miss na nako ang pinsan mi meki ba., TheGreatGildie,7.07249,125.613313,,,,,,,,,,,,,
o,,,,,12, Im planning to just stay in this effin' house the whole day., porksisiig,8.510188,124.776644,,,,,,,,,,,,,
c,,,,,12, Richard Poon \u2764\ufe0f\u2764\ufe0f\u2764\ufe0f\u2764\ufe0f\u2764\ufe0f, _RJumawan,10.297306,123.891739,,,,,,,,,,,,,
c,,,,,12, Just posted a photo @ Muvanz Pocherohan And Seafoods http:\/\/t.co\/WES9O3aLXK, jkpreyes,10.311407,123.895027,,,,,,,,,,,,,
c,,,,,12, Thanks @jilltumbleafter :) @ UCC Cafe Terrace Ayala Center Cebu http:\/\/t.co\/ICjw7rUNnW, KATEraggamuffin,10.317828,123.906487,,,,,,,,,,,,,
v,,,,,12," Work mode       later   twit muna\n\nJoshAneGT Livestream PLEASE\nSixDaysToGo JOSHANE GT\""", phylizelezxn23,7.076405,125.624872,,,,,,,,,,,,,
v,,,,,12, @dextergupana inday kalanadi gna palibog man nimo ang sayon na concept oy, ereeekjan,7.109548,125.629121,,,,,,,,,,,,,
c,,,,,12, Goodbye first sem  hello sembreak and terrifying grades \ud83d\ude02\ud83d\ude2d, omglyra,10.264804,123.824452,,,,,,,,,,,,,
o,,,,,12, Alhamdulillah for the food. I'm so full \ud83d\ude32\ud83d\ude32, jdcamid,8.236531,124.243212,,,,,,,,,,,,,
c,,,,,12, I'm at Parkmall in Mandaue City  Cebu https:\/\/t.co\/Z6BvAvUaCL, ellaserafin18,10.325254,123.935091,,,,,,,,,,,,,
c,,,,,12, @ChristineLoveCD at naisegway ko pa tlga si ano! \ud83d\ude02\ud83d\ude02, kishahahaha_,10.308755,123.90546,,,,,,,,,,,,,
c,,,,,12, awesome band (at @Ilaputi in Cebu City  Cebu) https:\/\/t.co\/wGhVbDWCCp, teeoxley,10.329,123.907156,,,,,,,,,,,,,
o,,,,,12, \u201c@essaaab: @GrachelleMende ingna carmela ga kiat siya \ud83d\ude0f\u201d @CarmelaMende, GrachelleMende,8.508032,124.605268,,,,,,,,,,,,,
v,,,,,12, \u201c@adorecare: theres no happiness in choosing me so just go\u201d, yajjsrndpty,7.072258,125.61317,,,,,,,,,,,,,
c,,,,,12, Coz im not yet ready #Lastnight @ Rajah Hotel http:\/\/t.co\/RSVUdxAVxW, bebiegayLe,10.281837,123.857482,,,,,,,,,,,,,
o,,,,,12, @xoxokeisee yes bc im limited edition \ud83d\ude02\ud83d\ude02\ud83d\ude02, pikopott,8.475821,124.688495,,,,,,,,,,,,,
c,,,,,12, Happy birthday! \ud83c\udf89 (@ Pizza Hut in Cebu) https:\/\/t.co\/AmbegkhJdA   , TekiTejam,10.310039,123.893525,,,,,,,,,,,,,
v,,,,,12, Mama stella so thoughtful \u2764\ufe0f\u2764\ufe0f http:\/\/t.co\/Vw3H9fJQVE, HenrietteMaeG,7.075678,125.60664,,,,,,,,,,,,,
v,,,,,12," \""@WagAssuming: Crush palang nagmomove on ka na. Lupet diba? #TotooBa\"" @kbalmenario @chellyoooow", carmelotesvyne,7.046227,125.500872,,,,,,,,,,,,,
o,,,,,12, Chilling with mah girls *insert pic here* :D http:\/\/t.co\/WIE3bP7tu5, hearmeyroxas,8.477513,124.644933,,,,,,,,,,,,,
o,,,,,12," \""@nuteIla: Is it just me or? http:\/\/t.co\/WNQRyo14rA\"" \ud83d\ude4b", IkkinOnFire,8.44328,124.630329,,,,,,,,,,,,,
c,,,,,12, @Mendongding saba oy as if di ka muingon sez hahaha \ud83d\ude02, JustinKateh,10.293227,123.864536,,,,,,,,,,,,,
c,,,,,12, Finals will determine if I'll see Chm next year or not   , itsKRISRUDOLPH,10.291415,123.97437,,,,,,,,,,,,,
c,,,,,12, @chADIK39 for sure audio scadal Lang ni DJ meron ka jan..whahhaa   , Cerstillore,10.288556,123.870677,,,,,,,,,,,,,
o,,,,,12, You will never influence the world by trying to be like it., auramaria028,8.994945,124.886454,,,,,,,,,,,,,
c,,,,,12, Pwede ing.ani nalng? \ud83d\ude2a\ud83d\ude2a http:\/\/t.co\/8W93f7O1Zo, adelaidepilapil,10.390799,123.962137,,,,,,,,,,,,,
c,,,,,12, Cause i'm not a puppet i will work against your strings, ritcheeelll,10.319844,123.917435,,,,,,,,,,,,,
v,,,,,12, Cos I will always be Spider-Man #HappyHalloween http:\/\/t.co\/SJTXCc1G1O, thekeithler,7.078974,125.58393,,,,,,,,,,,,,
c,,,,,12, Good Morning^^ @ South Hills Subdivision - Tisa Labangon Cebu http:\/\/t.co\/ZaWk0A8D2P, layshoko,10.310303,123.860532,,,,,,,,,,,,,
o,,,,,12, nothing beats a long relaxing stretch early in the morning \ud83c\udf04, GrachelleMende,8.438426,124.622545,,,,,,,,,,,,,
c,,,,,12," \""@_chardawn: Fandom\nFando\nFand\nFan\nFa\nFam\nFami\nFamil\nFamily \ud83d\udc9c\""", ChristineLoveCD,10.38303,123.955906,,,,,,,,,,,,,
c,,,,,12, Indeed. Indeed. Indeed. :-) @ TCD FOAM AND UPHOLSTERY MKTG http:\/\/t.co\/zejKqiInxD, TeocrisDianne,11.053261,124.011542,,,,,,,,,,,,,
v,,,,,12," ""I'm at Wellspring Village Catalunan Davao City http:\/\/t.co\/kVWfRHcLn8""  "," ""GeMiNi23NiNz",7.071866,125.524805,,,,,,,,,,,,,
c,,,,,12, @athenadi_zon @betsyrosedelmar HAHAHAHAHHAHA! BAHALA TO SIYA! \ud83d\ude1d\ud83d\ude1d\ud83d\ude1d, alexaanngggg,10.329673,123.921633,,,,,,,,,,,,,
c,,,,,12, wa ko ka study for filipino and math \ud83d\udd2b\ud83d\ude29, julliannemarie_,10.366535,123.9185,,,,,,,,,,,,,
o,,,,,12, Crying at little things but I can't seem to stop myself, madzsource,8.242251,124.254875,,,,,,,,,,,,,
c,,,,,12," \""@BobOngWords: Success is not the destination; it's a way to travel.\""", yvethchiie,10.290269,123.950043,,,,,,,,,,,,,
c,,,,,12, @ssshannen last sem rajud tohhh  this sem's cray like fvck it, carminnielopez,10.32954,123.879432,,,,,,,,,,,,,
o,,,,,12," \""@quotesbookph: Yung di ka nakikinig tapos bigla kang tatawagin ng teacher mo.\""", iancreation26,8.40856,124.290037,,,,,,,,,,,,,
c,,,,,12, taasa sad ani ui... murag naay padulngan... BE POSITIVE... NAA LAGE NI..., patrickszmutko,10.204723,123.750719,,,,,,,,,,,,,
o,,,,,12, HAPPY TEACHERS' DAY  to all teachers out there. Thanks for everything \u2764, Thisisvanrose,8.531709,124.759058,,,,,,,,,,,,,
o,,,,,12," ""off to IC.\n#yesterday #lateupload @ Iligan City http:\/\/t.co\/CNEdkDIZDF""      "," ""akosiTOOKiP",8.503912,124.607077,,,,,,,,,,,,,
v,,,,,12," \""@SUPER_BlTCH: Mornings would be better if I woke up next to you.\""", singgaaayl,7.066375,125.601944,,,,,,,,,,,,,
o,,,,,12, Woke up at 3:33 today\ud83d\ude31\ud83d\ude31\ud83d\ude31, joannalaneJL,8.427769,124.664439,,,,,,,,,,,,,
v,,,,,12, @enjaiTEGA smoka sa lhubli oy. Hahaha \nNp :) ikaw may ng shopping xD, LPincakitty,7.04593,125.549071,,,,,,,,,,,,,
v,,,,,12, oh cecilia youre breaking my heart \ud83c\udfb6\ud83c\udfb5\ud83c\udfa4, emmawatson_xoxo,7.101586,125.511442,,,,,,,,,,,,,
c,,,,,12, Awwwww mao ni tinuod nga adviser \ud83d\udc4d http:\/\/t.co\/nqj2TR8Sh7, cillemt,10.297029,123.87382,,,,,,,,,,,,,
